traffic_level,weather_condition,distance_km,time_of_day,day_of_week,delay_mins
2,3,146.45037067338947,1,0,71.16768824638031
0,4,219.219605401635,11,5,72.47552191154183
4,1,344.29472219484126,20,0,71.49096948492638
1,2,169.56579778861246,15,1,42.049799772200025
5,2,33.00989979262424,3,1,96.06954557429177
2,1,190.09091827134273,7,0,47.337936454799646
0,0,472.5020484336802,1,6,15.807936358620534
1,1,322.6585266627863,9,2,61.872659354969265
1,4,337.3821785902674,8,1,108.1771551873614
3,0,317.97966605063175,22,6,46.015135976075456
4,2,103.50110878492121,14,6,77.6824974386163
2,1,212.07526273062865,12,4,35.0551015575946
0,3,376.71520018984256,22,5,49.92862702483159
3,3,55.17958428881378,16,3,112.62827657078304
4,4,142.53712416440757,15,1,108.9456883028153
3,3,141.77795869059753,1,0,83.10826391827517
5,1,218.84936915928046,19,2,98.54806271745338
4,1,490.28252676638164,19,3,95.05020267453152
4,3,38.41376060849186,13,5,93.72282937825271
2,1,261.75699221839454,2,6,46.697950733661656
4,4,93.78551759604417,22,5,107.58240551604256
3,0,485.48488997782334,11,1,43.06701067146797
4,4,61.08523484009478,7,5,113.43258252254623
2,4,204.78249616898768,1,5,89.72198255557088
2,1,370.25306749313006,3,2,48.648423675823345
5,0,353.7544418735854,13,6,74.71669176781356
3,1,214.25067526249646,15,2,52.759641563198144
1,2,176.52946313659552,18,2,70.28549341032374
1,1,201.81812738367094,1,0,33.79216141978915
4,1,135.81675026352644,11,5,61.35879819698046
5,1,106.6398046598659,13,5,78.2780447844579
0,0,244.10465029165053,5,5,4.993075492128512
4,1,137.92420925346562,12,4,79.64498124291492
5,0,147.2935241241388,3,2,63.44521799080814
3,3,330.09425141990573,21,3,93.38658385621977
3,2,484.42597919144663,17,1,104.83823565306315
3,0,303.80041427689065,11,6,36.29320026983287
3,3,43.104836197158306,19,3,99.11797753413967
3,0,42.413888857763155,21,6,38.08335080398673
5,0,475.95449431855513,20,0,75.80576319710588
5,2,152.15894120213014,18,0,119.48275292185848
2,4,50.57315811082534,7,6,85.40572218230237
1,4,301.5270706394389,6,5,76.61010814804253
3,0,313.7061452536817,15,3,35.65431667209161
0,1,326.00988595875066,18,5,41.71759413122996
5,3,137.36400378948295,5,4,99.63571163159116
0,1,12.479788686165142,19,0,34.73436277815704
0,1,482.6826078799636,20,0,22.02361097045252
0,0,129.1920576170957,10,3,31.463921259926845
2,0,339.63301258601103,4,0,28.56732394774223
5,0,354.78178558996126,15,4,68.3737646395478
0,0,306.9536714543454,6,4,6.815219484970316
3,4,159.88916013575587,4,4,101.69302738012999
4,0,139.19264561321256,10,1,70.60977825467796
0,4,300.845799937838,14,4,71.3128845743745
2,4,433.7173386377873,2,4,85.63846184798777
5,0,473.63319581708083,4,1,67.23359790440858
2,2,57.42337317986003,22,5,55.04394042471431
0,3,81.64016323587133,20,2,50.43352750546616
5,1,472.64444809762443,4,0,91.34943563970624
4,4,369.5849380257223,8,4,144.2318563611564
0,3,442.0819432907377,14,0,60.92122065309405
2,2,105.30315389699486,2,3,51.96018343040337
1,1,295.85500619915393,5,0,38.86895252433912
3,1,352.06409923664944,16,6,88.13456563429949
2,4,341.65538329625144,20,5,78.8517323807967
5,0,207.03508697901557,7,1,63.03838052010892
0,2,12.620471387197696,20,0,33.262596544652865
3,4,293.54839811811024,10,0,124.29389863513501
0,2,130.28526189390635,5,0,27.176579376396944
5,0,227.87585184073072,7,2,75.12839312652399
0,0,479.0026024664896,9,2,35.135252804184326
1,4,202.52248223300518,23,3,76.74247681543041
3,0,420.7017952988912,2,1,37.8690653316025
3,3,98.3275998458793,22,0,79.90474701793639
5,1,337.8679465223893,13,0,77.26815578358827
1,4,488.618442447277,22,0,87.16724499964207
2,2,55.437084932103716,13,0,57.631909803272336
0,3,9.118371402460046,9,2,67.32954896401655
4,4,219.6234823531441,11,5,115.19497084039395
0,0,50.849614110426764,5,5,0.0
0,0,375.45025308973453,11,3,8.681458651687398
2,0,457.70158860503665,22,6,34.30285120802927
0,0,219.84038149083563,13,4,6.498143682214707
1,2,133.06226286694329,1,1,46.15950487432259
1,3,220.02964290827185,8,5,88.50584111398999
3,1,363.1066698357505,9,6,89.54117494914287
5,2,9.481809982283634,16,0,118.3924499650133
4,2,296.77972479492513,16,5,107.2510856822687
0,1,308.57938401925264,2,3,20.68182395045918
0,1,320.6556822134881,18,4,52.5639665842551
2,0,124.80092959053422,0,5,27.058130866551757
5,2,358.4560980721727,11,3,95.29902987465795
1,4,50.238785734229324,6,2,69.84908400403441
4,1,103.6388165510664,3,4,66.43796687185257
3,1,439.3476730939685,9,3,80.51266944915149
1,3,370.6679596096503,12,6,70.83733631136454
5,4,11.8040492356159,1,5,115.04698921592691
3,4,127.9462488830511,9,2,130.94926360525812
2,1,111.13120908161646,20,6,39.79647260227008
2,0,139.04913237830144,21,3,21.397295879427748
0,3,127.54208628854377,3,3,48.496720418597754
5,4,35.950516392708636,17,6,140.95381453678272
4,1,232.17555571542607,4,5,67.81536991945983
3,4,367.70307001915177,18,4,125.46634374238639
1,3,305.33220373513103,1,2,67.83201041404809
5,3,338.0714759560495,11,0,112.44517756880916
5,2,45.16884337543838,16,1,109.96087270713609
2,1,475.9879015375097,9,4,70.53457532862016
0,3,420.0534577522973,1,2,56.925805403011594
0,2,403.51970765535305,5,6,44.505854672059435
3,2,412.3769834956749,7,3,74.02116563257508
2,4,466.6917015257169,18,6,113.11185122116981
5,4,274.40571322628034,10,2,155.75829581878006
4,2,104.13959884447482,11,6,83.58561035135637
2,4,310.3078858870079,8,6,121.7388556392529
3,3,372.7263393656298,1,1,89.90557237941914
3,0,370.26910971024256,7,5,40.80239761522039
2,3,263.11726696260564,10,1,101.84678776623001
3,2,38.887066070121136,20,0,68.40938743861032
2,2,188.70090452291328,3,0,54.89964963122809
1,3,460.77947118936186,9,1,92.20878234302427
2,4,294.30221032992586,20,4,88.91091476248828
2,4,271.4743119115781,19,4,118.14717546314996
3,2,138.0824896191858,15,6,71.2216843439609
3,1,187.38221535870656,7,6,49.489687340768185
0,4,448.1963141308188,3,3,63.20181338581142
0,3,334.8992085257837,9,0,76.2489283026479
1,4,394.75657824240477,11,3,80.05922799174468
0,3,229.9009844184893,13,0,53.402903558828925
2,2,316.9723736307982,15,1,62.90596702542541
3,4,127.94988632788773,21,4,105.85242594262147
0,3,354.2031109903257,17,6,74.74809489842936
0,2,216.66266018315196,20,4,31.711822856527007
1,1,224.06002983329907,21,1,26.682130568440762
5,3,326.4145506655564,20,3,115.27532658718653
1,1,468.4589076271187,11,3,36.47793907262218
2,1,36.683141571267356,17,2,55.465645246617115
3,0,413.2479024867688,6,6,45.27578493827484
1,4,149.7296396540356,19,6,101.32444363216607
0,3,224.74012998065703,23,6,48.77306788587392
3,1,15.847097743629433,22,0,52.80021621966468
3,0,154.01780852798495,6,3,32.97917767443109
0,2,253.80246510191458,8,1,68.28120847253842
1,3,32.807158286982315,0,3,59.55744029611927
0,1,248.09238604466674,5,4,11.093353305500223
5,4,463.91976128492155,5,0,129.24890972904788
3,0,57.169642963363586,21,6,39.17699385752785
4,1,383.3981603973746,11,5,65.10330283333225
4,4,207.78717142111634,21,2,114.82389482348951
2,1,329.31098868954734,11,0,53.99084788883427
0,3,133.81711600268852,9,4,69.45449701730612
0,3,83.94866995797236,22,6,48.82116687850917
2,3,84.42899406425708,5,4,71.73157287624612
2,0,39.8935130933566,16,4,54.63932026092904
2,3,96.8951189261153,18,6,95.3936928554016
3,4,333.78859556953927,17,4,122.34218877958143
5,1,441.4368528625365,5,1,88.34964829212427
0,2,407.9922143676251,23,2,33.12354133375178
3,4,344.14148338786964,18,5,136.92713655722213
2,4,59.66377238849582,9,4,112.99712219284575
0,3,148.14778591649517,23,4,44.96849203525308
3,0,158.35440328462215,7,3,44.71034612822373
5,1,128.72868846682252,20,2,77.52862859918203
3,0,259.92780155631294,23,0,40.09152822615614
5,1,270.0991383654379,5,2,76.99763588681992
2,1,181.65855770969955,20,2,33.2422761565348
5,0,180.12563357453584,6,6,66.62447552332485
0,4,415.13502096351027,23,6,60.16206661018217
2,1,395.69995991824436,0,6,42.947527539108
0,0,157.35893668196908,17,5,30.311401502890767
4,1,457.32527971726336,23,2,69.6431235868677
1,2,476.6434334162405,19,5,77.31862802227955
5,4,166.73755830487022,11,4,117.26627459634913
1,3,180.44034965256216,15,6,58.866510127361735
1,1,255.28890594386962,9,4,57.922706643668334
5,2,470.8548022041684,9,6,119.65973346440475
2,3,438.7781194054442,13,1,86.20737977681848
4,3,55.77114147887695,19,5,115.92830326517391
0,1,199.40171791935103,9,5,50.880118298466556
3,0,278.91873892613705,9,0,65.73934705479041
0,1,254.05057391301233,10,3,37.23863364785348
3,2,100.96221862876187,22,2,62.33474032959698
0,3,430.11430172823657,1,0,54.48268247922163
5,1,340.0856875834345,19,5,111.96559251446081
4,0,419.7646455516428,7,0,65.24417857415966
3,1,430.0883182779887,22,1,60.24286000852625
2,4,375.43614756454116,6,3,85.62250421381792
0,0,222.4092476186101,7,5,5.8406103550959285
0,2,307.22064373263515,0,5,32.018339507851934
3,3,84.38087602927286,20,2,84.64857562655823
2,1,338.4544816500793,1,6,41.06171687097384
2,0,93.73036159094397,17,3,40.42675604596982
5,4,348.5050473025276,14,1,133.55437924415006
5,0,118.65108957321449,0,4,61.24093813473798
5,4,63.18789357435889,4,0,121.51205954057008
5,2,86.81582262076392,1,2,96.71982332361289
5,3,5.986106933439783,19,5,139.51395568532607
5,2,360.77611083749747,2,4,100.81592547749473
4,1,367.53851928389764,18,1,95.865778466696
2,0,259.89200820706344,17,3,56.512204544707465
5,4,84.87458652241493,21,0,120.22357651401511
2,4,46.35939706779143,17,2,110.10775983380402
2,0,14.468838386457069,13,5,25.013694957025063
1,0,87.04534759778424,23,5,9.807780667940019
4,1,445.97348981665766,7,4,72.02533773072253
5,2,124.56073664233247,11,4,94.3267239953663
0,4,180.36430697252175,20,0,66.19237062732819
3,1,57.14601481825993,9,3,79.32953920851176
0,2,115.06884585034429,22,1,25.606250826635012
4,1,262.01616253620153,19,6,99.38661796372232
3,4,305.837578132348,16,3,132.84815769991604
4,0,126.44939551227448,10,3,75.04824586915154
2,0,33.57741881643302,1,3,26.949091851855833
3,2,198.56127021806233,3,6,68.88845656881871
2,3,120.9306686085354,0,0,75.17840168622804
0,2,113.67919199875196,14,6,28.202224609308193
0,3,480.1320873431604,12,0,61.31494472331783
3,1,310.06874053323344,7,6,60.71241286975445
3,1,280.6548293701875,3,1,60.24026554524821
5,4,210.80867624404436,9,3,148.69090914275182
4,3,217.3274450479214,18,0,115.28345637629496
5,4,272.74797689985,17,6,154.87463303860085
4,0,349.7327544828731,4,1,48.09684841514471
5,3,352.56231761000555,18,6,141.53110965332283
2,2,89.98848431419754,22,5,51.93913360212284
3,0,252.55581227793036,21,1,33.115872975405594
0,0,208.91925704188048,15,3,4.183383659405263
4,2,435.9108483033452,0,2,92.63221971875893
4,0,317.5523660030963,11,3,49.52302857796849
0,3,268.589512875911,23,2,58.366963379492354
5,4,62.1203478785641,1,1,124.52610967672464
4,0,304.79075521508867,20,5,54.879612716131156
2,3,63.01593331171554,7,5,68.08219738503875
3,1,171.91725490504726,17,0,77.60885833912688
0,3,75.70677258309428,15,5,48.66497159541634
3,4,347.5764552770626,4,4,107.18173339813656
4,3,107.09479634889554,21,1,92.17441483871747
4,2,198.97038972807286,12,0,77.94684115813762
0,4,448.35901492129545,18,5,92.89804620631658
2,1,106.1366097824903,2,1,48.090875574936526
1,2,256.36350665959566,7,3,41.04282843150958
0,3,212.5394722771809,11,5,54.963177669257476
1,4,13.971400317636217,1,6,72.49082716431839
5,1,397.41526621854234,10,2,99.68460960857777
1,2,39.17772362572686,11,1,40.475392464686124
2,1,239.75623538359204,17,0,71.8434650723732
5,3,282.53575599478023,12,3,119.65978484509941
1,1,316.0710960242206,4,4,26.684558303576573
5,0,345.8726565073984,21,3,52.82157074987167
1,2,130.36982984374396,11,5,38.05963251958519
2,1,9.93949444593244,1,2,44.85086742825118
1,3,363.1046128656814,4,3,55.29338372197152
1,3,270.1500166770514,6,4,69.88926978793796
1,1,418.87826308758815,23,6,41.45161000056137
0,3,411.5872396358437,11,0,54.18692600303066
0,4,422.44645305500217,15,1,65.3171025093649
0,4,245.12185668987237,22,2,65.17874026288317
2,4,170.1460559392485,7,4,90.45835787948548
5,0,396.8213102827281,8,5,95.22880852928105
4,1,228.3905859494812,14,5,76.26610858534013
1,0,95.80388721970009,4,5,12.615565495261517
1,3,428.2121396829298,12,2,59.06002792554361
2,0,441.8671390023119,4,3,25.450939244385616
1,3,235.82332928938422,10,2,78.33001024549193
0,3,42.4713650183448,9,5,71.83082191304493
4,2,196.97391450888097,19,6,105.76763478656534
3,4,402.75114143398866,12,4,104.21829584315113
1,3,451.3781441303832,8,1,88.34226517857675
0,2,105.71900753630995,20,1,26.563545857112814
3,4,38.15193795250941,13,2,99.83471818218746
4,3,439.2884743007551,17,5,114.47044998678385
3,3,197.75544479454328,14,0,80.94713105712218
0,0,273.1716773124438,9,6,34.39588434609083
5,0,484.1925769651257,23,2,65.17965940578732
5,4,37.94954031754031,6,5,122.7173679053433
3,3,325.9174136887873,7,3,83.51705279609342
2,1,41.682184174559204,2,1,37.55441931433975
3,0,190.85711959091768,14,1,42.69174497084234
1,4,402.8881998707561,15,6,73.66852241209946
1,3,219.56875521403902,3,1,65.11776675466251
5,3,498.6052651819605,20,0,115.20170776587804
2,1,281.73434604856806,5,5,50.916881257866514
0,4,163.97526555479698,0,5,64.32025516932964
1,3,113.9551063228528,3,6,53.93166902406032
5,0,178.5076644716501,10,5,97.21012539913917
4,1,189.40397051097764,11,6,61.858364686208766
5,4,39.013270473360684,4,5,119.6444849887975
1,1,187.93922871625273,22,0,35.54582920913392
1,0,234.79806727091633,20,4,7.296322472000135
5,4,362.75518735820833,15,2,134.45344864773352
0,1,330.0810949371959,12,2,15.847200437112349
3,2,355.83899933843134,12,5,70.84178288758076
1,0,9.140022529044263,16,3,38.62708997156926
5,0,112.74536279236534,6,1,62.046377975420306
5,0,332.53372275792896,7,0,70.59655474741085
2,2,244.57473724897483,12,3,50.88745689012424
3,2,7.6301704558312435,22,3,69.7898601779802
4,3,403.2248480037521,15,5,105.1007088989427
0,1,387.540738778717,3,0,27.896943921803803
4,3,276.4674856818135,7,2,90.58104585380421
3,1,37.8993462592547,15,1,44.413310756039984
3,2,384.4249495186294,20,2,71.97662074208003
3,2,293.93822592702514,9,3,90.07463561202701
4,3,392.0701886931898,11,1,91.82156427679126
3,4,377.114761235941,11,4,101.61497493861299
5,3,402.48602561912935,4,3,114.22017731967142
4,1,261.4139928702893,15,2,82.22317750887908
3,3,74.46063650578992,0,2,85.23258850034425
5,0,337.2229493229459,8,5,100.50580898595801
2,1,312.13452360072546,11,2,45.02193504014662
3,1,372.41532766354817,4,0,61.24613651760743
4,4,89.09109799511397,21,3,109.0511334822384
1,2,101.51272395064316,19,6,82.44587056259729
3,1,445.7527110235676,21,6,56.48709990282607
1,2,376.23901023377505,23,1,46.77490870400955
5,3,454.5731019066598,2,2,118.07416547641422
2,0,380.56408397614075,4,5,32.648646197719444
0,4,300.59187646519945,1,5,63.89102751191841
2,2,328.79570482879745,13,2,65.37779984026673
3,1,445.11832235030494,1,0,59.696630623350494
1,2,291.50934348341053,12,5,47.58920323243127
1,1,318.0337055425518,6,6,34.51358564849549
4,2,82.45597442178229,9,1,95.97851604087396
1,1,239.59100395747083,12,3,23.825550120202237
4,3,359.616570419259,15,4,105.62680947131922
5,1,139.11663566660087,13,0,74.39752435874449
0,1,105.11581935964479,10,5,41.43755964614442
3,0,160.3442700710857,9,3,72.26907858203634
4,1,124.54281085645256,5,4,65.05151893748112
0,0,111.38175533301595,3,2,1.177191036124514
1,4,215.30116721970305,20,2,80.78641129187051
1,0,454.38006437234935,0,1,18.096276704682687
0,3,255.99452513566555,6,4,56.13453664912351
1,0,98.0205885035849,23,2,18.338201367254097
5,4,43.100976343532665,8,2,155.01368550341235
5,3,349.597291843273,7,6,108.54023062047946
0,2,194.48538839601198,4,5,40.72458099893231
4,2,411.8063185597528,18,1,114.0065869062147
4,0,331.45783047718123,9,3,73.00232469116852
0,0,399.1395180179774,10,2,20.00190823813627
4,4,139.61328951213213,14,6,106.802131379766
4,4,347.71766661822375,5,0,116.41609236909323
5,1,135.7106824233908,14,0,79.90095331150685
4,4,469.83889732789436,4,3,117.10137262013257
2,1,320.0052693590203,18,4,70.14945855756524
3,3,165.63334108679433,21,1,83.68269932123494
1,0,138.40837183467497,18,6,44.92425310538529
2,3,99.50865961046354,9,5,88.80872470079392
4,4,348.84727465239524,11,6,116.3183947807193
5,3,113.26422843397401,21,0,103.15152818936427
0,3,299.6751166341071,3,0,46.46079700739497
4,3,135.9943383280519,17,3,126.60103958609521
5,4,332.67462767296496,15,4,121.73717716885959
3,3,408.3951656275669,7,4,88.47031214305204
4,1,390.12249535660334,3,3,80.59494191652705
0,4,381.62140881073697,22,6,71.82281301662312
5,3,97.92259081766477,11,0,104.6836002515514
5,4,48.75054875733676,1,6,119.11314568311732
5,2,350.97967010125586,3,6,90.88357890873365
3,1,187.3318708282039,4,1,61.249863627894335
4,3,219.01138206965692,2,0,102.43698668099847
3,2,20.418800932728576,8,4,94.84138738800347
1,2,133.49034239114934,20,5,48.65397157186868
1,4,21.66981991785969,17,6,93.56077335137007
4,2,440.1969574376176,10,0,104.0643769350731
3,1,125.48135819317258,2,6,56.31232929038249
0,1,280.881898938639,22,1,25.060427346879752
5,0,24.294763727259554,1,2,68.52112869018
5,1,335.08945869630077,8,0,105.69733814255888
4,2,164.89853614827646,13,3,79.56421433006393
1,1,449.4699975440446,3,2,34.79309892753361
1,4,444.61850352234774,8,6,109.2460891976114
5,0,166.01885608906514,12,3,61.90993070840507
4,2,450.9756433667816,17,3,111.75831743351894
3,0,498.0980483818955,14,3,50.11722542383268
1,2,413.5807537413543,9,0,72.1424342986584
3,4,423.21131713883835,15,4,111.41999626988559
1,0,128.2593243739995,11,6,17.730631524112873
1,3,290.4676874345894,19,2,78.52125060199022
2,2,38.29167741384709,4,1,52.18906256563512
1,3,51.984378726726504,1,4,47.91797008350399
0,0,499.45184295647886,9,6,34.00563986769558
4,3,166.6864284658259,0,0,93.84217304871385
4,3,375.35103646417895,6,3,104.68129452528453
3,0,404.29920124827413,16,1,64.68089228018881
1,4,429.72151914857847,15,6,82.53310539264402
0,3,498.8260072140675,23,2,57.82075819162352
3,3,124.54076020214958,2,6,84.77678946518306
2,4,24.973659295551354,13,4,90.20009109477367
3,3,208.53980140732006,9,5,120.51224028235578
3,3,69.38993156532874,21,4,82.94750834480192
1,3,16.10081513521729,6,6,59.34791388715619
2,1,183.41127943503562,16,1,63.26684081954017
3,4,392.95043428224204,5,6,98.76139161552862
0,3,285.2594421564101,22,6,55.87433709479185
0,4,159.82510465912526,21,0,67.70412962369929
4,2,328.8992927188963,3,2,79.42988648352161
2,2,119.8489992528613,16,1,74.85587727250987
2,3,12.118815805682086,8,6,90.99869229271069
4,4,383.35492628603157,3,3,114.96020867855007
3,4,313.7528270076845,6,2,100.22942449773747
2,4,382.3397991279752,22,4,92.44937032422078
0,1,24.274318260394477,1,1,20.070798927070918
0,2,419.37421577617283,16,4,65.69800620929816
1,4,311.66546901797017,23,6,80.91391436878001
2,4,283.88069860275687,7,4,77.41993200001076
3,1,314.18395381669313,22,4,49.21416397573845
4,1,432.89445719984025,14,0,67.67560510576652
4,4,295.533570746659,14,4,110.75370317413564
3,0,292.57043804464877,7,3,46.05054793558914
5,4,495.3861827475541,15,3,125.51321649761041
1,4,379.58143269894117,18,2,107.92626696076567
4,1,223.93543369831195,10,6,88.55317997993475
2,1,355.16151501629923,1,5,40.0988088633619
1,4,197.6690834874353,22,4,70.18113337452975
2,4,118.293353929332,23,4,97.65719954503275
0,4,300.4416790594409,16,1,86.97200873863885
1,1,464.450138566406,15,0,39.743938815629825
4,4,464.92406240765405,14,5,109.50748909940208
1,4,174.2431126622177,12,2,82.57950727413804
1,3,266.200345779739,14,5,64.06921264091335
1,0,109.7597697920813,3,4,15.565089739806062
5,2,497.83739920194733,15,1,102.02588459975553
1,0,490.65336439462817,11,6,24.433065910119318
2,3,326.5069202051864,3,0,79.57547469832812
0,2,403.1849595403493,2,6,35.068212099761844
3,4,358.9745798354315,21,2,99.89155012784802
1,3,298.61331842453677,16,5,88.21838575873107
4,4,31.40725850950436,21,2,112.05028397228162
1,1,230.10834956356723,17,4,56.2688896101589
4,3,339.0192195728682,17,2,128.64989337045287
2,1,340.3781488724239,22,6,48.89674689095806
4,3,189.69569611907988,16,1,120.70899761530146
3,3,471.13753339572514,11,2,81.68685081901026
0,1,87.8417309572066,22,3,14.239194892374577
4,2,252.6779258767025,20,1,91.76754468658243
4,0,346.9875683926573,23,5,56.64004962138165
0,4,350.08222391644557,3,0,63.80389382197845
3,3,326.0762836005637,11,0,88.77478356005078
1,4,141.26766565867078,22,4,78.20857365481241
4,1,82.32225149987788,21,4,61.451116982739386
0,4,319.79046177922186,20,3,72.57272870619391
2,1,301.6545474890217,19,5,72.5115810555987
0,4,93.78122509317429,14,6,56.37608063600179
2,0,354.04387705742886,22,0,35.36270897386045
3,0,230.31013590815994,15,0,38.55813579417472
1,0,335.5414928435607,4,0,17.815177725343187
